ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2021-03-14,-0.017700539526368297,-0.43204661021360846,0.328043157637997,-0.017700539526368297,-0.017700539526368297,1.2611485627798198,1.2611485627798198,1.2611485627798198,0.6465841429951287,0.6465841429951287,0.6465841429951287,0.6145644197846911,0.6145644197846911,0.6145644197846911,0.0,0.0,0.0,-0.040023549510475064
2021-03-15,-0.018495601671008693,-0.3953665580878405,0.34074167471785594,-0.018495601671008693,-0.018495601671008693,0.8272445747075807,0.8272445747075807,0.8272445747075807,0.25246512281517247,0.25246512281517247,0.25246512281517247,0.5747794518924081,0.5747794518924081,0.5747794518924081,0.0,0.0,0.0,-0.033795987809303096
2021-03-16,-0.01929066381564909,-0.3852240974082937,0.36476581253635143,-0.01929066381564909,-0.01929066381564909,-0.15330317213797967,-0.15330317213797967,-0.15330317213797967,-0.6765280658686598,-0.6765280658686598,-0.6765280658686598,0.5232248937306802,0.5232248937306802,0.5232248937306802,0.0,0.0,0.0,-0.016333343860062743
2021-03-17,-0.020085725960289444,-0.4153185041987238,0.33901538605183085,-0.020085725960289444,-0.020085725960289444,0.7128602642662288,0.7128602642662288,0.7128602642662288,0.2521519584269541,0.2521519584269541,0.2521519584269541,0.4607083058392746,0.4607083058392746,0.4607083058392746,0.0,0.0,0.0,-0.03440404187632043
2021-03-18,-0.02088078810492984,-0.43694317581380077,0.3197909431250842,-0.02088078810492984,-0.02088078810492984,0.3423420265549909,0.3423420265549909,0.3423420265549909,-0.045990000000165704,-0.045990000000165704,-0.045990000000165704,0.3883320265551567,0.3883320265551567,0.3883320265551567,0.0,0.0,0.0,-0.02802915942083687
2021-03-19,-0.021675850249570278,-0.3831000775134737,0.34379226142538843,-0.021675850249570278,-0.021675850249570278,-0.028730941976073898,-0.028730941976073898,-0.028730941976073898,-0.33619361692507954,-0.33619361692507954,-0.33619361692507954,0.3074626749490058,0.3074626749490058,0.3074626749490058,0.0,0.0,0.0,-0.021053082653767805
2021-03-20,-0.022470912394210632,-0.38955309725541104,0.34620533496363404,-0.022470912394210632,-0.022470912394210632,0.12720316526878497,0.12720316526878497,0.12720316526878497,-0.09248954144764597,-0.09248954144764597,-0.09248954144764597,0.21969270671643093,0.21969270671643093,0.21969270671643093,0.0,0.0,0.0,-0.025329283577231798
2021-03-21,-0.023265974538851028,-0.42322786067232376,0.314863026510336,-0.023265974538851028,-0.023265974538851028,0.77337929691051,0.77337929691051,0.77337929691051,0.6465841429949017,0.6465841429949017,0.6465841429949017,0.1267951539156084,0.1267951539156084,0.1267951539156084,0.0,0.0,0.0,-0.041259397569645466
2021-03-22,-0.024061036683491424,-0.4000736383146646,0.3481049132177251,-0.024061036683491424,-0.024061036683491424,0.2831380119926368,0.2831380119926368,0.2831380119926368,0.2524651228199253,0.2524651228199253,0.2524651228199253,0.030672889172711534,0.030672889172711534,0.030672889172711534,0.0,0.0,0.0,-0.03087363077653709
2021-03-23,-0.02485609882813178,-0.36407940796250515,0.3695578844015272,-0.02485609882813178,-0.02485609882813178,-0.7432241410967118,-0.7432241410967118,-0.7432241410967118,-0.6765280658687658,-0.6765280658687658,-0.6765280658687658,-0.06669607522794577,-0.06669607522794577,-0.06669607522794577,0.0,0.0,0.0,-0.006382446125578554
